	sent_id	sentence
285269	13448	सोनिया के भाषण को ध्यान में रखते हुए पार्टी के अधिकांश सदस्य सदन में मौजूद थे । 
285286	13449	बार - बार मेज थपथपाकर स्वागत कर रहे थे । 
285296	13450	विपक्ष की ओर से जरा सी आवाज उठते ही अपने शोर से उसे दबा दे रहे थे । 
285314	13451	मगर जैसे ही मैडम का भाषण खत्म हुआ , कांग्रेस सांसदों के लिए छुट्टी की घंटी बज गई । 
285332	13452	तुरंत सभी उठ खड़े हुए और आपस में हंसी - ठिठोली का दौर शुरू हो गया । 
285349	13453	दस मिनट के अंदर सदन में सत्ता पक्ष की ओर से मुश्किल से दस - पंद्रह सदस्य बचे । 
285368	13454	हालांकि उनमें सोनिया भी थीं । 
285374	13455	भाषण के बाद भी वे आधे घंटे से ज्यादा बैठी रहीं । 
285386	13456	देश में चार राज्यों तथा एक संघशासित प्रदेश के लिए चुनावों की शुरुआत सोमवार को होने जा रही है । 
285406	13457	इस अवसर पर देश के लगभग २० प्रतिशत मतदाताओं द्वारा मतदान किए जाने की आशा है । 
285423	13458	दो वर्ष पहले हुए संसदीय चुनावों के बाद यह सबसे बड़ा चुनाव होने जा रहा है । 
285440	13459	मतदाताओं द्वारा असम , पश्चिम बंगाल , तमिलनाडु , केरल तथा केंद्र शासित प्रदेश पांडिचेरी में अपने प्रतिनिधियों का चुनाव किया जाना है । 
285464	13460	यह चुनाव ८ मई तक संपन्न कर लिए जाएंगे । 
285474	13461	चुनावों के परिणाम की घोषणा ११ मई तक की जाएगी । 
285485	13462	हालांकि इन चुनावों से प्रधानमंत्री मनमोहन सिंह की सरकार को कोई खास प्रभाव नहीं पड़ने जा रहा है , लेकिन कांग्रेस को चुनावी मुद्दा में देखा जा सकता है । 
285515	13463	फिलहाल कांग्रेस को इन तीन राज्यों तथा एक पांडिचेरी में एक बड़ा तबका माना जा रहा है । 
285533	13464	पहली बार कांग्रेस तथा वामपंथी दलों के बीच इसी चुनाव में प्रतिद्वंद्विता भी सामने आ रही है । 
285551	13465	उल्लेखनीय है कि मई २००४ के बाद से कांग्रेस तथा वामपंथी दलों ने संयुक्त प्रगतिशील गठबंधन बनाकर केंद्र में अपनी भूमिका निभाई है । 
285574	13466	इधर असम में भारतीय जनता पार्टी मुख्य प्रतिद्वंद्वी के रूप में उभर रही है । 
285589	13467	तृणमूल कांग्रेस ( पश्चिम बंगाल ) में तथा अन्ना द्रमुक और द्रमुक पार्टियां क्रमशः तमिलनाडु और पांडिचेरी में मुख्य राजनीति पार्टी के रूप में उभर रही हैं । 
285615	13468	चुनाव परिणामों से केंद्रीय सरकार को कोई फर्क नहीं पड़ने वाला है , लेकिन चुनाव की सरगर्मी कांग्रेस में भी देखी जा रही है । 
285640	13469	कांग्रेस कार्यकारिणी के एक सदस्य तथा सांसद बी. के. हरिप्रसाद ने यह बात बताई । 
285655	13470	इधर राजनीतिक विश्लेषक एन. भास्कर राव ने भी इस बात का समर्थन करते हुए कहा कि यह चुनाव केंद्रीय सरकार के लिए महत्वपूर्ण नहीं है । 
285681	13471	महाराणा प्रताप का शौर्य , रानी पद्मिनी का सौंदर्य और कृष्‍ण की दीवानी मीरा की भक्ति तीनों में कौन - सी समानता है ? 
285705	13472	आप सोच रहे होंगे कि मीरा , पद्मिनी और महाराणा प्रताप में क्‍या समानता हो सकती है ? 
285723	13473	इन तीनों का संबंध राजस्‍थान के चित्‍तौड़ से है और ये तीनों चित्‍तौड़ के किले में निवास करते थे । 
285743	13474	महाराणा प्रताप आज वीरगाथाओं में , पद्मिनी कविताओं में और मीरा अपने भजनों में जीवित हैं । 
285755	13475	कभी इन तीनों का निवासस्‍थल रहा चित्‍तौडगढ़ का किला आज भी इन सभी की स्‍मृतियों को संजोए पूरी शान से खड़ा है । 
285778	13476	इस किले को देखने लाखों की संख्‍या में देशी और विदेशी पर्यटक हर साल चित्‍तौडगढ़ पहुँचते है । 
285796	13477	इन पर्यटकों में कुछ सिर्फ घूमने आते हैं । 
285805	13478	कुछ इतिहास को कुरेदने आते हैं , तो कुछ को यहाँ आकर सृजनात्‍मक ऊर्जा मिलती है । 
285822	13479	चित्‍तौड़ का किला एक पहाड़ी पर स्थित है । 
285831	13480	पूरी पहाड़ी पर पत्‍थरों को तराशकर एक खूबसूरत बाउंड्रीवाल बनाई गई है । 
285844	13481	इसी बाउंड्रीवाल पर वहीदा रहमान का मशहूर गीत ' आज फिर जीने की तमन्‍ना है ' फिल्‍माया गया है । 
285864	13482	किले के परिसर में प्रवेश करते ही सबसे पहले नजर आता है , खूबसूरत झरना । 
285880	13483	इस झरने का संबंध पहाड़ के ऊपर स्थित एक जलकुंड से है । 
285893	13484	बरसात के मौसम में इस झरने का सौंदर्य अपने चरम पर होता है । 
285907	13485	यहाँ एक छोटा - सा रहवासी मोहल्‍ला भी है । 
285917	13486	यानि कुछ लोगों को अपने घर का पता ' चित्‍तौड़ का किला ' लिखने का सौभाग्‍य प्राप्‍त हो रहा है । 
285938	13487	हमने इस किले को देखने की शुरुआत की , विजय स्‍तंभ के साथ । 
285952	13488	शांति व अहिंसा के देवदूत महात्मा गांधी की जयंती के दिन शनिवार को नागालैंड और असम आतंकवादी हमलों से थर्रा उठे । 
285974	13489	नागालैंड के वाणिज्यिक शहर दीमापुर में सुबह हुए सिलसिलेवार दो जबरदस्त बम विस्फोट में २६ लोगों की मौत हो गई और १०० से ज्यादा लोग घायल हो गए । 
286003	13490	केंद्रीय गृह मंत्री शिवराज पाटिल ने नई दिल्ली में प्रधानमंत्री मनमोहन सिंह को पूर्वोत्तर की ताजा स्थिति की जानकारी दी । 
286024	13491	पाटिल रविवार को नागालैंड पहुंच रहे हैं । 
286032	13492	नागालैंड में हुए विस्फोट भीड़भाड़ वाले दीमापुर स्टेशन और हांगकांग बाजार में किए गए । 
286047	13493	मुख्यमंत्री नेफ्यू रियो ने मृतकों के परिजनों को एक - एक लाख रुपये और गंभीर रूप से घायलों को ५० - ५० हजार व मामूली जख्मी लोगों को २५ - २५ हजार रुपये की सहायता देने की घोषणा की । 
286082	13494	दीमापुर पुलिस कंट्रोल रूम में तैनात इंस्पेक्टर सी. कुकी ने बताया कि पहला विस्फोट ९.३० मिनट पर दीमापुर रेलवे स्टेशन पर हुआ । 
286105	13495	इस विस्फोट में १२ लोग मारे गए और ६० अन्य घायल हो गए । 
286119	13496	स्टेशन पर उस समय काफी भीड़भाड़ थी क्योंकि कुछ ही देर में गुवाहाटी व अपर असम के बीच चलने वाली पैसेंजर ट्रेन आने वाली थी । 
286145	13497	प्लेटफॉर्म पर काफी संख्या में छात्र भी थे , जो असम के कर्बी आंगलांग जिले से बोकाजान जाने के लिए ट्रेन का इंतजार कर रहे थे । 
286172	13498	पुलिस के मुताबिक प्रवेश द्वार के पास हुआ विस्फोट इतना जबरदस्त था कि स्टेशन मास्टर का कार्यालय , रिजर्वेशन काउंटर व पूछताछ काउंटर पूरी तरह नष्ट हो गए । 
286201	13499	इस विस्फोट में प्लेटफॉर्म की छत भी उड़ गई । 
286211	13500	इस हादसे में घायल एक व्यक्ति ने बताया कि विस्फोट के बाद घटनास्थल पर मानव अंग बिखरे पड़े थे और पूरे प्लेटफॉर्म पर खून के छींटे नजर आ रहे थे । 
286242	13501	इसके कुछ मिनट बाद ही दूसरा विस्फोट हांगकांग बाजार में हुआ । 
286254	13502	इस विस्फोट में १० लोगों की मौके पर ही मौत हो गई और ४० अन्य घायल हो गए । 
286273	13503	पुलिस के अनुसार बाद में चार घायलों ने अस्पताल में दम तोड़ दिया । 
286287	13504	उन्होंने इन हादसों की जांच के लिए नागालैंड के कमिश्नर टी. एन. मानेन की अध्यक्षता में तीन सदस्यीय जांच दल का गठन कर दिया है । 
286313	13505	पुलिस के अनुसार भारी हथियारों से लैस एनडीएफबी के पांच आतंकियों ने राज्य के धुबरी जिले में राष्ट्रीय राजमार्ग ३१ पर मकरीजोरा साप्ताहिक बाजार पर शाम ५.३० बजे धावा बोलकर ११ लोगों को मार डाला और चार अन्य को गंभीर रूप से घायल कर दिया । 
286359	13506	ठीक उसी समय इसी जिले में अंगारकाटा में ग्रेनेड से हमला कर चार लोगों को मौत के घाट उतार दिया । 
286380	13507	जिले में एक अन्य हमले में एनडीएफबी के आतंकियों ने गुवाहाटी से बिहार जा रहे एक ट्रक को निशाना बनाया और तीन लोगों को घायल कर दिया । 
286408	13508	राज्य के मोरीगांव जिले में एक पुलिस स्टेशन पर ग्रेनेड फेंककर आतंकियों ने एक व्यक्ति को मार डाला व एक अन्य को घायल कर दिया । 
286434	13509	एक अन्य घटना में राज्य के चिरांग जिले में शांतिपुर बाजार इलाके में इसी संगठन ने आज सुबह जबरदस्त बम विस्फोट कर दो लोगों को मार डाला और अन्य १६ को जख्मी कर दिया । 
286469	13510	इस हमले में १० से ज्यादा लोग घायल हो गए । 
286480	13511	इसी जिले के अभयपुरी में आतंकियों ने ग्रेनेड से हमला कर मोटरसाइकिल सवार दो लोगों को मार डाला । 
286499	13512	राज्य के कर्बी आंगलांग जिले के दिफू में आतंकियों ने ट्रेन पर गोलीबारी कर सीआरपीएफ के एक जवान को मार डाला । 
286521	13513	ये आतंकी एक पुल को उड़ाने की योजना बना रहे थे । 
286533	13514	दागी मंत्रियों के सवाल पर संसद में भाजपा का मुकाबला करने के लिए कांग्रेस अब पिछले सत्र की तरह ही भाजपा के वरिष्ठ नेताओं को निशाना बनाती रहेगी । 
286562	13515	खासकर गुजरात के मुख्यमंत्री नरेंद्र मोदी को निशाना बनाया जाने की संभावना है , जिन्हें कांग्रेस ने सबसे बड़ा दागी करार दिया है । 
286586	13516	कांग्रेस बेस्ट बेकरी से लेकर बिलकिस कांड तक नरेंद्र मोदी पर निशाना साधने की तैयारी में जुटी है । 
286605	13517	कांग्रेस ने कहा मोदी और उमा भारती को आरोपित होने के बावजूद मुख्यमंत्री बनाया गया है । 
286622	13518	कांग्रेस के मुताबिक भाजपा ने पिछले सत्र में प्रधानमंत्री को मंत्रिपरिषद का परिचय नहीं कराने दे कर प्रजातांत्रिक परंपराओं को तोड़ा है । 
286645	13519	भाजपा ने इस तरह की घोषणा की है वह दागी मंत्रियों के खिलाफ संसद की कार्यवाही नहीं चलने देगी । 
286665	13520	दागी मंत्रियों के सवाल पर पिछले सत्र में भी सदन की कार्यवाही को बार - बार स्थगित करना पड़ा था । 
286686	13521	कांग्रेस प्रवक्ता आनंद शर्मा ने कहा कि प्रधानमंत्री को मंत्रिपरिषद का परिचय देने से वंचित किया गया और इस तरह भाजपा ने साबित कर दिया कि प्रजातंत्र से जुड़े सिद्धांतों में उसका कोई भरोसा नहीं है । 
286723	13522	शर्मा ने कहा कि १९९८ और १९९९ में वाजपेयी ने अपने मंत्रिपरिषद का परिचय कराया था और उनके मंत्रिमंडल में ऐसे कई वरिष्ठ मंत्री थे जिनके खिलाफ गंभीर मामले थे । 
286754	13523	वाजपेयी ने इन मंत्रियों का बचाव भी किया था । 
286764	13524	कांग्रेस को इस बात का पूरा अहसास है कि बजट सत्र में भी विपक्ष और खासकर भाजपा की ओर से दागी मंत्रियों का सवाल जोर शोर से उठाया जाएगा और इससे निपटने के लिए भाजपा के ही प्रमुख नेताओं को निशाना बनाया जाएगा । 
286808	13525	पिछले सत्र में भी लालकृष्ण आडवाणी , मुरली मनोहर जोशी और उमा भारती के मामले उठाए गए थे । 
286827	13526	लेकिन अब गुजरात के मुख्यमंत्री नरेंद्र मोदी के जरिए भाजपा को निशाने पर लिया जाएगा । 
286843	13527	कांग्रेस प्रवक्ता ने बुधवार को इस मामले में जूदेव का भी हवाला दिया है । 
286858	13528	शर्मा ने कहा कि भाजपा का रवैया पाखंडपूर्ण है , क्योंकि उन्होंने हाल ही में दिलीप सिंह जूदेव को राज्यसभा का टिकट देकर संसद सदस्य बनाया है । 
286886	13529	मोदी पर हमला करते हुए शर्मा ने कहा कि मोदी जघन्य अपराधों के आरोपी हैं , उनकी वजह से हजारों लोगों के घर उजड़े हैं । 
286910	13530	तमाम आरोपों के बाद भी उन्हें मुख्यमंत्री बनाया गया है । 
286921	13531	पुलिस ने बृहस्पतिवार को चार वरिष्ठ अलगाववादी नेताओं को अनंतनाग जिले के खानाबल इलाके में हिरासत में ले लिया । 
286941	13532	इनमें जेकेएलएफ चेयरमैन मोहम्मद यासीन मलिक , डेमोक्रेटिक फ्रीडम पार्टी नेता शबीर अहमद शाह भी शामिल हैं । 
286957	13533	इन लोगों को स्थानीय निकाय चुनाव विरोधी अभियान चलाने पर गिरफ्तार किया गया । 
286971	13534	लाभ के पद को लेकर उभरे विवाद के बाद कांग्रेस अध्यक्ष सोनिया गांधी द्वारा उठाए गए कदम की आरएसएस ने जमकर सराहना की है । 
286996	13535	संघ के विचारक एम. जी. वैद्य ने कहा कि इस विवाद को लेकर सोनिया ने लोकसभा सीट और राष्ट्रीय सलाहकार परिषद के अध्यक्ष पद को छोड़ने का फैसला कर चतुराई भरा कदम उठाया है । 
287031	13536	उनका यह फैसला यह भी दर्शाता है कि वह राजनीति में कितनी परिपक्व हो चुकी हैं । 
287048	13537	स्थानीय मराठी दैनिक तरुण भारत में प्रकाशित होने वाले अपने साप्ताहिक कॉलम में वैद्य ने कहा कि यदि वह सिर्फ एनएसी के अध्यक्ष पद से इस्तीफा देती तो भी उनका मकसद हल हो जाता । 
287083	13538	लेकिन दोनों पदों से इस्तीफा उनकी राजनीतिक परिपक्वता का उदाहरण है । 
287095	13539	सोनिया के साहसी फैसले पर उनकी सराहना करते हुए वैद्य ने भाजपा का बगैर नाम लिए यह भी सवाल किया कि जो उनके इस्तीफे को नाटक करार दे रहे हैं , उन्हें अपने उन सांसदों से भी इस्तीफा मांगना चाहिए , जिन पर इसी तरह के आरोप लग रहे हैं । 
287146	13540	उन्होंने कहा कि सोनिया गांधी की इस बात के लिए सराहना की जानी चाहिए कि उन्होंने यूपीए सरकार को इस संबंध में अध्यादेश लाने से बचा लिया । 
287174	13541	वैद्य का मानना है कि सोनिया गांधी के दोनों पदों से इस्तीफा देने के फैसले पर विपक्ष जो नुक्ताचीनी कर रहा है , उसका कोई औचित्य नहीं है । 
287203	13542	कांग्रेस को उनके इस्तीफे से लाभ ही मिलेगा । 
287212	13543	उन्होंने कहा कि सोनिया ने लोकसभा की सदस्यता छोड़ी न कि राजनीति से संन्यास लिया है । 
287229	13544	वह रायबरेली से दोबारा चुनाव लड़ने जा रही है । 
287239	13545	सोनिया पिछली बार से कहीं ज्यादा मतों से इस बार जीतेंगीं । 
287251	13546	उन्होंने कहा कि समाजवादी पार्टी सांसद जया बच्चन और कर्ण सिंह के पास भी यही विकल्प है । 
287269	13547	लेकिन समाजवादी पार्टी यह विकल्प नहीं चुनने जा रही है । 
287280	13548	उन्होंने कहा कि उत्तर प्रदेश में विधान सभा चुनाव करीब हैं और कांग्रेस निश्चित रूप से सोनिया के इस कथित त्याग को भुनाएगी , जहां पर इस समय उसके पास मजबूत जनाधार नहीं है । 
287315	13549	भाजपा का बगैर नाम लिए वाम दलों की आलोचना करते हुए वैद्य ने कहा कि जो भी सांसद लाभ वाले पद पर आसीन होने के दायरे में आते हैं , उन्हें पद छोड़ देना चाहिए । 
287351	13550	वह इस बात का इंतजार क्यों कर रहे हैं कि सरकार अध्यादेश लाकर उनके पदों को बचाए । 
287369	13551	यूपीए सरकार लाभ के पदों को परिभाषित करना चाहिए और इसे बहुमत से नहीं बल्कि सर्वसम्मति से पारित करना चाहिए । 
287387	13552	भाजपा पर उंगली उठाते हुए वैद्य ने कहा कि जो उनके इस्तीफे को नाटक करार दे रहे हैं , पहले उन्हें खुद इस्तीफा देना चाहिए । 
287413	13553	अमेरिका ने भारत को पैट्रियॅट पैक - २ एंटी - मिसाइल प्रणाली समेत तमाम अत्याधुनिक हथियार देने की पेशकश की है । 
287435	13554	इनमें नेटवर्क सेंट्रिक पूर्व चेतावनी , बैटलफील्ड कंट्रोल और कमांड प्रणाली भी शामिल है । 
287450	13555	इन अत्याधुनिक रक्षा उपकरणों का प्रस्ताव भारत के साथ सामरिक साझेदारी बढ़ाने की अमरीकी विदेश मंत्री कोंडलीजा राइस की घोषणा को अमलीजामा पहनाने के तहत किया गया है । 
287479	13556	अमरीकी दूतावास के एक वरिष्ठ अधिकारी ने कहा कि अमरीका वास्तविकता से रूबरू होते हुए भारत - अमरीकी संबंधों का सामरिक रिश्ता फिर से बनाने की कोशिश कर रहा है । 
287510	13557	आने वाले कुछ हफ्तों में दोनों देशों के बीच और करीब आने के मौके हैं । 
287526	13558	विदेश मंत्री के. नटवर सिंह वाशिंगटन जाने वाले हैं और अमरीकी पेसिफिक कमान एडमिरल विलियम जे. फालोन भी भारत आने वाले हैं । 
287549	13559	अधिकारियों ने बताया कि एक उच्च स्तरीय अमरीकी प्रतिनिधि दल ने हाल ही में भारतीय रक्षा अधिकारियों के सामने पैट्रियाट पैक - २ मिसाइल रोधी प्रणाली का प्रदर्शन किया था । 
287580	13560	इससे पहले टेक्सास में मिसाइल रोधी प्रणाली का सजीव प्रदर्शन किया गया था । 
287594	13561	उन्होंने कहा कि भारत के १२६ बहुउपयोगी युद्धक विमानों की खरीद की योजना को लेकर अमरीकी उड्डयन में लॉकहीड मार्टिन व बोइंग के बीच होड़ रहेगी । 
287621	13562	उन्हें उम्मीद है कि वह युद्धक फाल्कन व एफ - १८ विमानों की खरीद का करार हासिल कर लेंगे । 
287641	13563	चूंकि यह दोनों ही किस्म के विमान आधुनिक तकनीकों पर खरे उतरने के बावजूद काफी सस्ते हैं । 
287659	13564	अधिकारियों ने कहा कि अमरीकी सशस्त्र सेना ने दो देशों की सेनाओं के बीच सीधे संबंधों को नया आयाम देने की पेशकश करते हुए कैलीफोर्निया में जून में कंपनी स्तर की दो संयुक्त सैन्य अभ्यास करने की बात कही है । 
287700	13565	यह अभ्यास २००७ तक पहले बटालियन व फिर ब्रिगेड स्तर पर पहुंचाए जाएंगे । 
287710	13566	भारतीय वायुसेना की इच्छा पर संयुक्त अभ्यासों में एफ - १६ व हवाई पूर्व चेतावनी वाले विमानों को भी शामिल करने की इच्छा पूरी होने के संदर्भ में अमरीकी अधिकारियों ने कहा कि पश्चिम बंगाल में कलाइकुंडा बेस पर नवंबर में अभ्यास होना है । 
287755	13567	कौंडोलीजा राइस को आज अमेरिकी विदेश मंत्री पद की शपथ दिलाई गई । 
287768	13568	राइस ने कोलिन पावेल का स्थान लिया है । 
287777	13569	राइस अमरीका के इतिहास में विदेश मंत्री के पद पर आसीन होने वाली पहली महिला हैं । 
287794	13570	इससे पहले अमेरिकी सीनेट ने कौंडोलीजा राइस की नियुक्ति की पुष्टि की । 
287807	13571	हालांकि राइस की नियुक्ति के लिए सीनेट में मतदान कराना पड़ा और लंबी बहस के बाद १३ के मुकाबले ८५ मतों से राइस की नियुक्ति को अनुमोदित किया गया । 
287837	13572	विदेश मंत्री के रूप में उनकी नियुक्ति का विरोध करने वाले १३ मत एक रिकार्ड है जो डेमोक्रेट सदस्यों के थे । 
287858	13573	इसके पहले १९७३ में हेनरी किंसिजर को सात व १९८१ में अलेक्जेंडर हेग को छह सीनेटरों के विरोध का सामना करना पड़ा था । 
287878	13574	बिहार विधानसभा चुनावों से अपराधियों को दूर रखने के लिए पटना हाईकोर्ट ने बुधवार को महत्वपूर्ण क़दम उठाए । 
287897	13575	कोर्ट ने प्रशासन को निर्देश दिए हैं कि वह फरवरी तक फ़रार अपराधियों की सूची उपलब्ध कराए ताकि इन लोगों को नामांकन भरने के समय ही गिरफ़्तार किया जा सके । 
287928	13576	कार्यवाहक मुख्य न्यायाधीश जस्टिस नरेंद्र राय और जस्टिस एस. एन. हुसैन की पीठ ने इंडियन मेडिकल एसोसिएशन ( आईएमए ) की बिहार इकाई की एक जनहित याचिका पर सुनवाई के दौरान कहा , ' कानून तोड़ने वालों को क़ानून निर्माता बनने की इजाज़त नहीं दी जानी चाहिए 
287975	13577	कोर्ट ने ज़िला निर्वाचन अधिकारियों को निर्देश दिए हैं कि वह अपराधियों के ख़िलाफ़ जारी गिरफ़्तारी वारंट तुरंत तामील करे । 
287996	13578	कोर्ट ने सुनवाई के दौरान मौजूद आईजी ( प्रशासन ) नीलमणि को निर्देश दिए कि वह पुलिस अधीक्षकों को निर्देश दें कि वे दो दिन के भीतर ( ७ जनवरी तक ) फ़रार अपराधियों की सूची तैयार करें और इसे ज़िला निर्वाचन अधिकारियों को सौंप दें ताकि ऐसे लोगों को गिरफ़्तार किया जा सके । 
288051	13579	कोर्ट ने ऐसे लोगों की भी सूची मांगी है , जिनके ख़िलाफ़ संपत्ति ज़ब्ती के आदेश लंबित हैं । 
288070	13580	कोर्ट ने कहा कि फ़रार अपराधियों को गिरफ़्तार करने से राज्य में स्वतंत्र और निष्पक्ष चुनाव कराने में मदद मिलेगी । 
288091	13581	इसके साथ ही कोर्ट ने राज्य के मुख्य निर्वाचन अधिकारी के. सी. साहा से कहा है कि वह ७ जनवरी तक निष्पक्ष और स्वतंत्र चुनाव कराने के वास्ते ह़लफ़नामा दें । 
288122	13582	सुनवाई के दौरान आईजी नीलमणि ने बताया कि राज्य में १५ हज़ार ऐसे अपराधी फ़रार हैं , जिनके ख़िलाफ़ गिरफ़्तारी वारंट और संपत्ति ज़ब्ती के आदेश जारी किए गए हैं । 
288153	13583	नीलमणि ने अपराधियों की ज़िलावार सूची तैयार करने के लिए कोर्ट से समय मांगा , लेकिन कोर्ट ने उन्हें सिर्फ ७ जनवरी तक ही समय दिया है । 
288181	13584	आईएमए ने अपनी याचिका में फिरौती के लिए डॉक्टरों के अपहरण और उनकी हत्याओं की ओर भी ध्यान दिलाया है । 
288202	13585	पुलिस सूत्रों के मुताबिक़ रैपिड एक्शन फोर्स , बिहार मिलिट्री पुलिस ( बीएमपी ) तथा स्पेशल टॉस्क फोर्स की मदद के लिए सीआरपीएफ की ११ और बीएसफ की १५ टुकड़ियां तैनात की गई हैं । 
288237	13586	ये टुकड़ियाँ एमसीसी , पीपुल्स वार और रणवीर सेना जैसे अतिवादी संगठनों के ख़िलाफ़ कार्रवाई कर रही हैं । 
288256	13587	यूरोपीय देशों में विज्ञान के विभिन्न विषयों के शोधकर्ताओं की संख्या हाल के वर्षों में घटती गई है । 
288275	13588	यही वजह है कि यूरोपीय देशों ने अब भारत की तरफ देखना शुरू कर दिया है । 
288292	13589	माना जाता है कि भारत वैज्ञानिक प्रतिभाओं से समृद्ध देश है । 
288303	13590	ब्रिटेन , इटली और नीदरलैंड्स ने स्पष्ट संकेत दिए हैं कि वे वर्क परमिट के नियमों में परिवर्तन कर भारतीय शोधकर्ताओं के लिए अपने दरवाजे खोल रहे हैं । 
288332	13591	जर्मनी भी जल्द ही इसी तरह का रुख अपनाने वाला है । 
288344	13592	आधिकारिक सूत्रों ने बताया कि इन देशों ने भारत सरकार से कहा है कि अब वर्क परमिट की जरूरत नहीं है । 
288366	13593	भारतीय शोधकर्ता किसी भी संस्थान में जाकर ५ वर्ष तक काम कर सकते हैं । 
288381	13594	जर्मनी के चांसलर गैरहार्ड श्रोएडर का भारत का दो दिवसीय दौरा बुधवार से शुरू होने वाला है । 
288399	13595	इस दौरे के समय श्रोएडर विज्ञान एवं प्रौद्योगिकी के क्षेत्र में सहयोग बढ़ाने पर विशेष बल देंगे । 
288417	13596	वे भारत से अनुरोध कर सकते हैं कि शोधकर्ताओं को जर्मनी भेजा जाए । 
288431	13597	अधिकारियों ने कहा कि अधिकतर यूरोपीय देशों में शोधकर्ताओं की कमी है । 
288444	13598	ये देश मानव संसाधन विकास को संपत्ति का दर्जा देते हैं । 
288456	13599	सूचना प्रौद्योगिकी के क्षेत्र में भारत की विशिष्टता को दुनियाभर में मान्यता मिल ही चुकी है । 
288473	13600	श्रोएडर के दौरे के समय भारत और जर्मनी के सहयोग से एक विज्ञान सर्कल का उद्घाटन किया जाएगा । 
288492	13601	२००१ से हर साल इस तरह आयोजन किया जाता रहा है । 
288504	13602	पूर्व प्रधानमंत्री अटल बिहारी वाजपेयी ने पिछले साल जर्मनी का दौरा किया था । 
288518	13603	श्रोएडर २००१ में भारत के दौरे पर आए थे । 
288528	13604	२००२ में जर्मनी में चुनाव होने के कारण विज्ञान सर्कल का आयोजन नहीं किया गया था । 
288545	13605	श्रोएडर के दौरे के समय एक वेबसाइट भी शुरू की जाएगी , जिसमें दोनों देशों के वैज्ञानिकों , शोधकर्ताओं और संस्थानों के बीच संपर्क क़ायम करने की कोशिश की जाएगी । 
288576	13606	विदिशा से चार किमी और साँची से सोलह किमी की दूरी पर स्थित हैं उदयगिरी की गुफाएँ । 
288592	13607	इन गुफाओं में प्राचीन काल में हिंदू एवं जैन साधु - संत रहते थे । 
288607	13608	ऐतिहासिक महत्व की इन गुफाओं वाले पर्वत के शिखर पर छठी शताब्दी का गुप्तकालीन मंदिर है । 
288624	13609	कब जाएँ ? 
288627	13610	यूँ तो वर्ष भर में किसी भी समय साँची की यात्रा की जा सकती है । 
288643	13611	लेकिन फिर भी अक्टूबर से मार्च तक का समय साँची जाने के लिए बेहतर होता है । 
